1842,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Last Update,Year,Sub Region,BU,Cluster,Country,Category,Range,Campaign,Playb ID,MX ID,CDU Naming,Burst,Media,Media Subtype,PM Type,Initial Date,End Date,Duration (W),Duration (D),Initial Month (num),Initial Month,End Month,Total Budget,Q1,Q2,Q3,Q4,Budget Check,Total WOA,W Off Air,Total TRPs,Total R1+,Total R3+,NS vs WM,Medium vs Campaign Budget,Medium vs Range Buget,Campaign vs Range Budget,Campaign vs Category Budget,Range vs Category Budget,Count Unique Campaigns,Similarity Index,Bgt Unique Cmps,Count Similar Campaigns,Bgt Similar Cmp,Similarity Check,is Q1?,SIX excl Q1,Sum of Sim Campaign Budget,Biggest Budget for the Sim Cmpn (cluster),Country Flag,Lead Country,Media Lead,Country + BU,Category Leads,// Q1,// Q2,// Q3,// Q4,Sort Media Subtype,
, FS 2025 ,2025,INDIA,Nivea,INDIA,India,Face Care,Luminous 630,Luminous Launch,,,,3,Digital,Influencers,Non PM,1-Aug-25,31-Oct-25,13,91,8,Aug,Oct, 213 ,,, 178 , 35 , TRUE , 13 ,,,,,,14%,14%,100%,100%,100.0%, 0.13 , 0.07 , 213.00 , -   , -   , -   , Yes , -   ,  , -   ,  ,  ,  ,   ,  , -   , -   , 1.00 , 1.00 , 4 ,
, FS 2025 ,2025,AME,Nivea,AME,South Africa,Deo,Black & White,Black & White Male,GL005,,,1,Digital,PM & FF,Full Funnel Advanced,13-Jan-25,15-Jun-25,22,153,1,Jan,Jun, 337 , 187 , 150 ,,, TRUE ,,,,55%,,,22%,40%,46%,31%,66.8%, 0.24 , 0.33 , 337.00 , -   , -   , -   , Yes , -   ,  , -   ,  ,  ,  ,   ,  , 1.00 , 1.00 , -   , -   , 1 ,
, FS 2025 ,2025,AME,Derma,AME,South Africa,Face,Anti Age,Epigenetics,,,,1,Digital,PM & FF,,1-Feb-25,30-May-25,17,118,2,Feb,May, 599 , 299 , 300 ,,, TRUE ,,,,,,148%,77%,85%,100%,62%,56.3%, -   , 0.14 , -   , 0.08 , 599.00 , 15.00 , Yes , -   ,  , -   ,  ,  ,  ,   ,  , 1.00 , 1.00 , -   , -   , 1 ,
, FS 2025 ,2025,CHILE,Nivea,CHILE,Chile,Deo,Black & White,Black & White,GL005,,, 1 ,Traditional,Open TV,Non PM,7-Apr-25,30-Jun-25,12,84,4,Apr,Jun, 172 , -   , 172 , -   , -   , TRUE , 11 ,," 1,759 ",80%,59%,,41%,41%,100%,38%,38.2%, 0.22 , 0.13 , 171.93 , -   , -   , -   , No , -   ,  , -   ,  ,  ,  ,   ,  , -   , 1.00 , -   , -   , 2 ,
, FS 2025 ,2025,CHILE,Nivea,CHILE,Chile,Deo,Black & White,Black & White,GL005,,, 1 ,Traditional,Paid TV,Non PM,7-Apr-25,30-Jun-25,12,84,4,Apr,Jun, 50 , -   , 50 , -   , -   , TRUE , 11 ,, 855 ,,,,12%,12%,100%,38%,38.2%, 0.22 , 0.13 , 50.40 , -   , -   , -   , No , -   ,  , -   ,  ,  ,  ,   ,  , -   , 1.00 , -   , -   , 3 ,
, FS 2025 ,2025,CHILE,Nivea,CHILE,Chile,Deo,Black & White,Black & White,GL005,,, 1 ,Digital,PM & FF,Full Funnel Advanced,7-Apr-25,30-Jun-25,12,84,4,Apr,Jun, 148 , -   , 148 , -   , -   , TRUE , 11 ,,,56%,,,35%,35%,100%,38%,38.2%, 0.22 , 0.13 , 148.12 , -   , -   , -   , No , -   ,  , -   ,  ,  ,  ,   ,  , -   , 1.00 , -   , -   , 1 ,
, FS 2025 ,2025,CHILE,Nivea,CHILE,Chile,Deo,Black & White,Black & White,GL005,,, 1 ,Digital,Influencers,Non PM,7-Apr-25,30-Jun-25,12,84,4,Apr,Jun, 60 , -   , 60 , -   , -   , TRUE ,,,,,,,12%,12%,100%,38%,38.2%, 0.22 , 0.13 , 60.38 , -   , -   , -   , No , -   ,  , -   ,  ,  ,  ,   ,  , -   , 1.00 , -   , -   , 4 ,
, FS 2025 ,2025,CHILE,Nivea,CHILE,Chile,Deo,Clinical,Clinical,EM015,,, 1 ,Traditional,Open TV,Non PM,6-Jan-25,31-Mar-25,12,84,1,Jan,Mar, 172 , 172 , -   , -   , -   , TRUE , 11 ,," 1,816 ",80%,59%,,41%,41%,100%,38%,38.2%, 0.22 , 0.13 , 171.93 , -   , -   , -   , Yes , -   ,  , -   ,  ,  ,  ,   ,  , 1.00 , -   , -   , -   , 2 ,
, FS 2025 ,2025,CHILE,Nivea,CHILE,Chile,Deo,Clinical,Clinical,EM015,,, 1 ,Traditional,Paid TV,Non PM,6-Jan-25,31-Mar-25,12,84,1,Jan,Mar, 50 , 50 , -   , -   , -   , TRUE , 11 ,, 883 ,,,,12%,12%,100%,38%,38.2%, 0.22 , 0.13 , 50.40 , -   , -   , -   , Yes , -   ,  , -   ,  ,  ,  ,   ,  , 1.00 , -   , -   , -   , 3 ,
, FS 2025 ,2025,CHILE,Nivea,CHILE,Chile,Deo,Clinical,Clinical,EM015,,, 1 ,Digital,PM & FF,Full Funnel Advanced,6-Jan-25,31-Mar-25,12,84,1,Jan,Mar, 148 , 148 , -   , -   , -   , TRUE , 11 ,,,56%,,,35%,35%,100%,38%,38.2%, 0.22 , 0.13 , 148.12 , -   , -   , -   , Yes , -   ,  , -   ,  ,  ,  ,   ,  , 1.00 , -   , -   , -   , 1 ,
, FS 2025 ,2025,CHILE,Nivea,CHILE,Chile,Deo,Clinical,Clinical,EM015,,, 1 ,Digital,Influencers,Non PM,6-Jan-25,31-Mar-25,12,84,1,Jan,Mar, 60 , 60 , -   , -   , -   , TRUE ,,,,,,,12%,12%,100%,38%,38.2%, 0.22 , 0.13 , 60.38 , -   , -   , -   , Yes , -   ,  , -   ,  ,  ,  ,   ,  , 1.00 , -   , -   , -   , 4 ,
, FS 2025 ,2025,CHILE,Nivea,CHILE,Chile,Deo,Pearl & Beauty,Pearl & Beauty,EM035,,, 1 ,Traditional,Open TV,Non PM,6-Oct-25,31-Dec-25,12,86,10,Oct,Dec, 129 , -   , -   , -   , 129 , TRUE , 11 ,," 1,211 ",77%,49%,,50%,50%,100%,24%,23.5%, 0.22 , 0.13 , 128.95 , -   , -   , -   , No , -   ,  , -   ,  ,  ,  ,   ,  , -   , -   , -   , 1.00 , 2 ,
, FS 2025 ,2025,CHILE,Nivea,CHILE,Chile,Deo,Pearl & Beauty,Pearl & Beauty,EM035,,, 1 ,Traditional,Paid TV,Non PM,6-Oct-25,31-Dec-25,12,86,10,Oct,Dec, 29 , -   , -   , -   , 29 , TRUE , 11 ,, 453 ,,,,11%,11%,100%,24%,23.5%, 0.22 , 0.13 , 29.06 , -   , -   , -   , No , -   ,  , -   ,  ,  ,  ,   ,  , -   , -   , -   , 1.00 , 3 ,
, FS 2025 ,2025,CHILE,Nivea,CHILE,Chile,Deo,Pearl & Beauty,Pearl & Beauty,EM035,,, 1 ,Digital,PM & FF,Full Funnel Advanced,6-Oct-25,31-Dec-25,12,86,10,Oct,Dec, 99 , -   , -   , -   , 99 , TRUE , 11 ,,,41%,,,38%,38%,100%,24%,23.5%, 0.22 , 0.13 , 98.74 , -   , -   , -   , No , -   ,  , -   ,  ,  ,  ,   ,  , -   , -   , -   , 1.00 , 1 ,
, FS 2025 ,2025,CHILE,Nivea,CHILE,Chile,Deo,Pearl & Beauty,Pearl & Beauty,EM035,,, 1 ,Digital,Influencers,Non PM,6-Oct-25,31-Dec-25,12,86,10,Oct,Dec, 2 , -   , -   , -   , 2 , TRUE ,,,,,,,1%,1%,100%,24%,23.5%, 0.22 , 0.13 , 2.34 , -   , -   , -   , No , -   ,  , -   ,  ,  ,  ,   ,  , -   , -   , -   , 1.00 , 4 ,
, FS 2025 ,2025,CHILE,Nivea,CHILE,Chile,Face Care,Luminous 630,50 Shades,GL006,,, 1 ,Digital,PM & FF,Full Funnel Advanced,6-Jan-25,28-Feb-25,8,53,1,Jan,Feb, 49 , 49 , -   , -   , -   , TRUE , 8 ,,,42%,,,50%,36%,9%,5%,55.3%, 0.22 , 0.25 , 49.37 , -   , -   , -   , Yes , -   ,  , -   ,  ,  ,  ,   ,  , 1.00 , -   , -   , -   , 1 ,
, FS 2025 ,2025,CHILE,Nivea,CHILE,Chile,Face Care,Epigenetics,Epigenetics,GL053,,, 1 ,Traditional,Open TV,Non PM,3-Nov-25,31-Dec-25,8,58,11,Nov,Dec, 142 , -   , -   , -   , 142 , TRUE , 8 ,," 1,190 ",75%,52%,,14%,51%,100%,44%,12.0%, 0.22 , 0.14 , 141.59 , -   , -   , -   , Yes , -   ,  , -   ,  ,  ,  ,   ,  , -   , -   , -   , 1.00 , 2 ,
, FS 2025 ,2025,CHILE,Nivea,CHILE,Chile,Face Care,Epigenetics,Epigenetics,GL053,,, 1 ,Traditional,Paid TV,Non PM,3-Nov-25,31-Dec-25,8,58,11,Nov,Dec, 11 , -   , -   , -   , 11 , TRUE , 8 ,, 177 ,,,,2%,6%,100%,44%,12.0%, 0.22 , 0.14 , 11.19 , -   , -   , -   , Yes , -   ,  , -   ,  ,  ,  ,   ,  , -   , -   , -   , 1.00 , 3 ,
, FS 2025 ,2025,CHILE,Nivea,CHILE,Chile,Face Care,Epigenetics,Epigenetics,GL053,,, 1 ,Digital,PM & FF,Full Funnel Advanced,3-Nov-25,31-Dec-25,8,58,11,Nov,Dec, 99 , -   , -   , -   , 99 , TRUE , 8 ,,,56%,,,9%,33%,100%,44%,12.0%, 0.22 , 0.14 , 98.74 , -   , -   , -   , Yes , -   ,  , -   ,  ,  ,  ,   ,  , -   , -   , -   , 1.00 , 1 ,
, FS 2025 ,2025,CHILE,Nivea,CHILE,Chile,Face Care,Luminous 630,Lucia,GL052,,, 1 ,Digital,Influencers,Non PM,6-Jan-25,31-Mar-25,12,84,1,Jan,Mar, 114 , 114 , -   , -   , -   , TRUE ,,,,,,,13%,12%,61%,34%,55.3%, 0.22 , 0.11 , 113.53 , -   , -   , -   , Yes , -   ,  , -   ,  ,  ,  ,   ,  , 1.00 , -   , -   , -   , 4 ,
, FS 2025 ,2025,CHILE,Nivea,CHILE,Chile,Face Care,Luminous 630,Lucia,GL052,,, 1 ,Traditional,Open TV,Non PM,6-Jan-25,31-Jul-25,29,206,1,Jan,Jul, 449 , 192 , 192 , 64 , -   , TRUE , 31 ,," 4,438 ",76%,53%,,43%,45%,61%,34%,55.3%, 0.22 , 0.11 , 449.07 , -   , -   , -   , Yes , -   ,  , -   ,  ,  ,  ,   ,  , 1.00 , 1.00 , 1.00 , -   , 2 ,
, FS 2025 ,2025,CHILE,Nivea,CHILE,Chile,Face Care,Luminous 630,Lucia,GL052,,, 1 ,Traditional,Paid TV,Non PM,6-Jan-25,31-Jul-25,29,206,1,Jan,Jul, 55 , 29 , 19 , 6 , -   , TRUE , 31 ,, 771 ,,,,6%,6%,61%,34%,55.3%, 0.22 , 0.11 , 54.83 , -   , -   , -   , Yes , -   ,  , -   ,  ,  ,  ,   ,  , 1.00 , 1.00 , 1.00 , -   , 3 ,
, FS 2025 ,2025,CHILE,Nivea,CHILE,Chile,Face Care,Luminous 630,Lucia,GL052,,, 1 ,Digital,PM & FF,Full Funnel Advanced,6-Jan-25,31-Dec-25,51,359,1,Jan,Dec, 444 , 99 , 148 , 109 , 89 , TRUE , 52 ,,,57%,,,38%,36%,61%,34%,55.3%, 0.22 , 0.11 , 444.35 , -   , -   , -   , Yes , -   ,  , -   ,  ,  ,  ,   ,  , 1.00 , 1.00 , 1.00 , 1.00 , 1 ,
, FS 2025 ,2025,CHILE,Nivea,CHILE,Chile,Face Care,Luminous 630,Lucia,GL052,,, 1 ,Digital,Influencers,Non PM,1-Apr-25,31-Jul-25,17,121,4,Apr,Jul, 114 , -   , 114 , -   , -   , TRUE ,,,,,,,13%,12%,61%,34%,55.3%, 0.22 , 0.11 , 113.53 , -   , -   , -   , Yes , -   ,  , -   ,  ,  ,  ,   ,  , -   , 1.00 , 1.00 , -   , 4 ,
, FS 2025 ,2025,CHILE,Nivea,CHILE,Chile,Face Care,Luminous 630,Sirena,GL051,,, 1 ,Digital,Influencers,Non PM,4-Aug-25,31-Dec-25,21,149,8,Aug,Dec, 114 , -   , -   , 114 , -   , TRUE ,,,,,,,15%,12%,30%,17%,55.3%, 0.22 , 0.13 , 113.53 , -   , -   , -   , No , -   ,  , -   ,  ,  ,  ,   ,  , -   , -   , 1.00 , 1.00 , 4 ,
, FS 2025 ,2025,CHILE,Nivea,CHILE,Chile,Face Care,Q10,Q10 Guardian,GL067,,, 1 ,Traditional,Open TV,Non PM,6-Oct-25,31-Dec-25,12,86,10,Oct,Dec, 170 , -   , -   , -   , 170 , TRUE , 12 ,," 1,528 ",74%,50%,,50%,51%,34%,11%,32.7%, 0.22 , 0.14 , 170.42 , -   , -   , -   , No , -   ,  , -   ,  ,  ,  ,   ,  , -   , -   , -   , 1.00 , 2 ,
, FS 2025 ,2025,CHILE,Nivea,CHILE,Chile,Face Care,Q10,Q10 Guardian,GL067,,, 1 ,Traditional,Paid TV,Non PM,6-Oct-25,31-Dec-25,12,86,10,Oct,Dec, 17 , -   , -   , -   , 17 , TRUE , 12 ,, 262 ,,,,6%,7%,34%,11%,32.7%, 0.22 , 0.14 , 16.78 , -   , -   , -   , No , -   ,  , -   ,  ,  ,  ,   ,  , -   , -   , -   , 1.00 , 3 ,
, FS 2025 ,2025,CHILE,Nivea,CHILE,Chile,Face Care,Q10,Q10 Guardian,GL067,,, 1 ,Digital,PM & FF,Full Funnel Advanced,6-Oct-25,31-Dec-25,12,86,10,Oct,Dec, 132 , -   , -   , -   , 132 , TRUE , 12 ,,,54%,,,38%,39%,34%,11%,32.7%, 0.22 , 0.14 , 131.66 , -   , -   , -   , No , -   ,  , -   ,  ,  ,  ,   ,  , -   , -   , -   , 1.00 , 1 ,
, FS 2025 ,2025,CHILE,Nivea,CHILE,Chile,Face Care,Epigenetics,Epigenetics,GL053,,, 1 ,Digital,Influencers,Non PM,3-Nov-25,31-Dec-25,8,58,11,Nov,Dec, 73 , -   , -   , -   , 73 , TRUE ,,,,,,,3%,10%,100%,44%,12.0%, 0.22 , 0.14 , 72.83 , -   , -   , -   , Yes , -   ,  , -   ,  ,  ,  ,   ,  , -   , -   , -   , 1.00 , 4 ,
, FS 2025 ,2025,CHILE,Nivea,CHILE,Chile,Face Care,Q10,Q10 Skin Diet,GL007,,, 1 ,Traditional,Open TV,Non PM,7-Apr-25,30-Sep-25,25,176,4,Apr,Sep, 341 , -   , 170 , 170 , -   , TRUE , 24 ,," 3,356 ",76%,52%,,51%,51%,66%,22%,32.7%, 0.22 , 0.14 , 340.84 , -   , -   , -   , No , -   ,  , -   ,  ,  ,  ,   ,  , -   , 1.00 , 1.00 , -   , 2 ,
, FS 2025 ,2025,CHILE,Nivea,CHILE,Chile,Face Care,Q10,Q10 Skin Diet,GL007,,, 1 ,Traditional,Paid TV,Non PM,7-Apr-25,30-Sep-25,25,176,4,Apr,Sep, 34 , -   , 17 , 17 , -   , TRUE , 24 ,, 574 ,,,,7%,7%,66%,22%,32.7%, 0.22 , 0.14 , 33.57 , -   , -   , -   , No , -   ,  , -   ,  ,  ,  ,   ,  , -   , 1.00 , 1.00 , -   , 3 ,
, FS 2025 ,2025,CHILE,Nivea,CHILE,Chile,Face Care,Q10,Q10 Skin Diet,GL007,,, 1 ,Digital,PM & FF,Full Funnel Advanced,7-Apr-25,30-Sep-25,25,176,4,Apr,Sep, 263 , -   , 132 , 132 , -   , TRUE , 24 ,,,54%,,,40%,39%,66%,22%,32.7%, 0.22 , 0.14 , 263.32 , -   , -   , -   , No , -   ,  , -   ,  ,  ,  ,   ,  , -   , 1.00 , 1.00 , -   , 1 ,
, FS 2025 ,2025,CHILE,Nivea,CHILE,Chile,Face Care,Q10,Q10 Guardian,GL067,,, 1 ,Digital,Influencers,Non PM,6-Oct-25,31-Dec-25,12,86,10,Oct,Dec, 36 , -   , -   , -   , 36 , TRUE ,,,,,,,5%,4%,34%,11%,32.7%, 0.22 , 0.14 , 35.94 , -   , -   , -   , No , -   ,  , -   ,  ,  ,  ,   ,  , -   , -   , -   , 1.00 , 4 ,
, FS 2025 ,2025,CHILE,Nivea,CHILE,Chile,Face Care,Luminous 630,Sirena,GL051,,, 1 ,Traditional,Open TV,Non PM,4-Aug-25,31-Dec-25,21,149,8,Aug,Dec, 321 , -   , -   , 128 , 192 , TRUE , 20 ,," 3,020 ",75%,52%,,50%,45%,30%,17%,55.3%, 0.22 , 0.13 , 320.76 , -   , -   , -   , No , -   ,  , -   ,  ,  ,  ,   ,  , -   , -   , 1.00 , 1.00 , 2 ,
, FS 2025 ,2025,CHILE,Nivea,CHILE,Chile,Face Care,Luminous 630,Sirena,GL051,,, 1 ,Traditional,Paid TV,Non PM,4-Aug-25,31-Dec-25,21,149,8,Aug,Dec, 28 , -   , -   , 11 , 17 , TRUE , 20 ,, 374 ,,,,6%,6%,30%,17%,55.3%, 0.22 , 0.13 , 27.97 , -   , -   , -   , No , -   ,  , -   ,  ,  ,  ,   ,  , -   , -   , 1.00 , 1.00 , 3 ,
, FS 2025 ,2025,CHILE,Nivea,CHILE,Chile,Face Care,Luminous 630,Sirena,GL051,,, 1 ,Digital,PM & FF,Full Funnel Advanced,4-Aug-25,31-Dec-25,21,149,8,Aug,Dec, 148 , -   , -   , 59 , 89 , TRUE , 20 ,,,49%,,,29%,36%,30%,17%,55.3%, 0.22 , 0.13 , 148.12 , -   , -   , -   , No , -   ,  , -   ,  ,  ,  ,   ,  , -   , -   , 1.00 , 1.00 , 1 ,
, FS 2025 ,2025,CHILE,Nivea,CHILE,Chile,Face Care,Q10,Q10 Skin Diet,GL007,,, 1 ,Digital,Influencers,Non PM,7-Apr-25,30-Sep-25,25,176,4,Apr,Sep, 36 , -   , 25 , 11 , -   , TRUE ,,,,,,,3%,4%,66%,22%,32.7%, 0.22 , 0.14 , 35.94 , -   , -   , -   , No , -   ,  , -   ,  ,  ,  ,   ,  , -   , 1.00 , 1.00 , -   , 4 ,
, FS 2025 ,2025,CHILE,Nivea,CHILE,Chile,Face Cleansing,Acne,Derma Skin Clear,GL011,,, 1 ,Traditional,Open TV,Non PM,6-Oct-25,31-Dec-25,12,86,10,Oct,Dec, 188 , -   , -   , -   , 188 , TRUE , 9 ,," 1,765 ",77%,54%,,51%,54%,105%,36%,34.0%, 0.22 , 0.14 , 187.96 , -   , -   , -   , No , -   ,  , -   ,  ,  ,  ,   ,  , -   , -   , -   , 1.00 , 2 ,
, FS 2025 ,2025,CHILE,Nivea,CHILE,Chile,Face Cleansing,Acne,Derma Skin Clear,GL011,,, 1 ,Traditional,Paid TV,Non PM,6-Oct-25,31-Dec-25,12,86,10,Oct,Dec, 30 , -   , -   , -   , 30 , TRUE , 9 ,, 469 ,,,,8%,9%,105%,36%,34.0%, 0.22 , 0.14 , 30.09 , -   , -   , -   , No , -   ,  , -   ,  ,  ,  ,   ,  , -   , -   , -   , 1.00 , 3 ,
, FS 2025 ,2025,CHILE,Nivea,CHILE,Chile,Face Cleansing,Acne,Derma Skin Clear,GL011,,, 1 ,Digital,PM & FF,Full Funnel Advanced,6-Oct-25,31-Dec-25,12,86,10,Oct,Dec, 132 , -   , -   , -   , 132 , TRUE , 11 ,,,51%,,,36%,38%,105%,36%,34.0%, 0.22 , 0.14 , 131.66 , -   , -   , -   , No , -   ,  , -   ,  ,  ,  ,   ,  , -   , -   , -   , 1.00 , 1 ,
, FS 2025 ,2025,CHILE,Nivea,CHILE,Chile,Face Cleansing,Micellar,Derma Skin Clear,GL011,,, 1 ,Digital,Influencers,Non PM,6-Oct-25,31-Dec-25,12,86,10,Oct,Dec, 36 , -   , -   , -   , 36 , TRUE ,,,,,,,5%,10%,54%,36%,66.0%, 0.22 , 0.14 , 36.47 , -   , -   , -   , No , -   ,  , -   ,  ,  ,  ,   ,  , -   , -   , -   , 1.00 , 4 ,
, FS 2025 ,2025,CHILE,Nivea,CHILE,Chile,Face Cleansing,Micellar,Micellar Siri,GL012,,, 1 ,Traditional,Open TV,Non PM,6-Jan-25,31-Mar-25,12,84,1,Jan,Mar, 150 , 150 , -   , -   , -   , TRUE , 9 ,," 1,588 ",76%,52%,,45%,44%,97%,64%,66.0%, 0.22 , 0.06 , 150.37 , -   , -   , -   , Yes , -   ,  , -   ,  ,  ,  ,   ,  , 1.00 , -   , -   , -   , 2 ,
, FS 2025 ,2025,CHILE,Nivea,CHILE,Chile,Face Cleansing,Micellar,Micellar Siri,GL012,,, 2 ,Traditional,Open TV,Non PM,7-Jul-25,30-Sep-25,12,85,7,Jul,Sep, 150 , -   , -   , 150 , -   , TRUE , 9 ,," 1,563 ",76%,51%,,45%,44%,97%,64%,66.0%, 0.22 , 0.06 , 150.37 , -   , -   , -   , Yes , -   ,  , -   ,  ,  ,  ,   ,  , -   , -   , 1.00 , -   , 2 ,
, FS 2025 ,2025,CHILE,Nivea,CHILE,Chile,Face Cleansing,Micellar,Micellar Siri,GL012,,, 1 ,Traditional,Paid TV,Non PM,6-Jan-25,31-Mar-25,12,84,1,Jan,Mar, 23 , 23 , -   , -   , -   , TRUE , 9 ,, 377 ,,,,7%,7%,97%,64%,66.0%, 0.22 , 0.06 , 22.87 , -   , -   , -   , Yes , -   ,  , -   ,  ,  ,  ,   ,  , 1.00 , -   , -   , -   , 3 ,
, FS 2025 ,2025,CHILE,Nivea,CHILE,Chile,Face Cleansing,Micellar,Micellar Siri,GL012,,, 2 ,Traditional,Paid TV,Non PM,7-Jul-25,30-Sep-25,12,85,7,Jul,Sep, 23 , -   , -   , 23 , -   , TRUE , 9 ,, 377 ,,,,7%,7%,97%,64%,66.0%, 0.22 , 0.06 , 22.87 , -   , -   , -   , Yes , -   ,  , -   ,  ,  ,  ,   ,  , -   , -   , 1.00 , -   , 3 ,
, FS 2025 ,2025,CHILE,Nivea,CHILE,Chile,Face Cleansing,Micellar,Micellar Siri,GL012,,, 1 ,Digital,PM & FF,Full Funnel Advanced,6-Jan-25,31-Mar-25,12,84,1,Jan,Mar, 132 , 132 , -   , -   , -   , TRUE , 9 ,,,51%,,,40%,39%,97%,64%,66.0%, 0.22 , 0.06 , 131.66 , -   , -   , -   , Yes , -   ,  , -   ,  ,  ,  ,   ,  , 1.00 , -   , -   , -   , 1 ,
, FS 2025 ,2025,CHILE,Nivea,CHILE,Chile,Face Cleansing,Micellar,Micellar Siri,GL012,,, 2 ,Digital,PM & FF,Full Funnel Advanced,7-Jul-25,30-Sep-25,12,85,7,Jul,Sep, 132 , -   , -   , 132 , -   , TRUE , 9 ,,,51%,,,40%,39%,97%,64%,66.0%, 0.22 , 0.06 , 131.66 , -   , -   , -   , Yes , -   ,  , -   ,  ,  ,  ,   ,  , -   , -   , 1.00 , -   , 1 ,
, FS 2025 ,2025,CHILE,Nivea,CHILE,Chile,Face Cleansing,Micellar,Micellar Siri,GL012,,, 1 ,Digital,Influencers,Non PM,6-Jan-25,31-Mar-25,12,84,1,Jan,Mar, 32 , 32 , -   , -   , -   , TRUE ,,,,,,,8%,10%,97%,64%,66.0%, 0.22 , 0.06 , 31.93 , -   , -   , -   , Yes , -   ,  , -   ,  ,  ,  ,   ,  , 1.00 , -   , -   , -   , 4 ,
, FS 2025 ,2025,CHILE,Nivea,CHILE,Chile,Face Cleansing,Micellar,Micellar Siri,GL012,,, 1 ,Digital,Influencers,Non PM,7-Jul-25,30-Sep-25,12,85,7,Jul,Sep, 32 , -   , -   , 32 , -   , TRUE ,,,,,,,8%,10%,97%,64%,66.0%, 0.22 , 0.06 , 31.93 , -   , -   , -   , Yes , -   ,  , -   ,  ,  ,  ,   ,  , -   , -   , 1.00 , -   , 4 ,
, FS 2025 ,2025,CHILE,Nivea,CHILE,Chile,Hand Body,Milk,Body Milk 5 in 1,GL003,,, 1 ,Traditional,Open TV,Non PM,7-Apr-25,31-Aug-25,21,146,4,Apr,Aug, 308 , -   , 185 , 123 , -   , TRUE , 20 ,," 2,843 ",76%,52%,,48%,48%,100%,33%,32.6%, 0.22 , 0.14 , 308.46 , -   , -   , -   , No , -   ,  , -   ,  ,  ,  ,   ,  , -   , 1.00 , 1.00 , -   , 2 ,
, FS 2025 ,2025,CHILE,Nivea,CHILE,Chile,Hand Body,Milk,Body Milk 5 in 1,GL003,,, 1 ,Traditional,Paid TV,Non PM,7-Apr-25,31-Aug-25,21,146,4,Apr,Aug, 40 , -   , 24 , 16 , -   , TRUE , 20 ,, 676 ,,,,8%,8%,100%,33%,32.6%, 0.22 , 0.14 , 39.71 , -   , -   , -   , No , -   ,  , -   ,  ,  ,  ,   ,  , -   , 1.00 , 1.00 , -   , 3 ,
, FS 2025 ,2025,CHILE,Nivea,CHILE,Chile,Hand Body,Milk,Body Milk 5 in 1,GL003,,, 1 ,Digital,PM & FF,Full Funnel Advanced,7-Apr-25,31-Aug-25,21,146,4,Apr,Aug, 247 , -   , 148 , 99 , -   , TRUE , 20 ,,,56%,,,40%,40%,100%,33%,32.6%, 0.22 , 0.14 , 246.86 , -   , -   , -   , No , -   ,  , -   ,  ,  ,  ,   ,  , -   , 1.00 , 1.00 , -   , 1 ,
, FS 2025 ,2025,CHILE,Nivea,CHILE,Chile,Hand Body,Milk,Body Milk 5 in 1,GL003,,, 1 ,Digital,Influencers,Non PM,7-Apr-25,31-Aug-25,21,146,4,Apr,Aug, 47 , -   , 47 , -   , -   , TRUE ,,,,,,,4%,4%,100%,33%,32.6%, 0.22 , 0.14 , 46.85 , -   , -   , -   , No , -   ,  , -   ,  ,  ,  ,   ,  , -   , 1.00 , 1.00 , -   , 4 ,
, FS 2025 ,2025,CHILE,Nivea,CHILE,Chile,Hand Body,Luminous 630,Polaris,GL009,,, 1 ,Traditional,Open TV,Non PM,6-Jan-25,31-Mar-25,12,84,1,Jan,Mar, 97 , 97 , -   , -   , -   , TRUE , 9 ,," 1,025 ",64%,37%,,37%,37%,100%,27%,27.4%, 0.22 , 0.06 , 97.01 , -   , -   , -   , Yes , -   ,  , -   ,  ,  ,  ,   ,  , 1.00 , -   , -   , -   , 2 ,
, FS 2025 ,2025,CHILE,Nivea,CHILE,Chile,Hand Body,Luminous 630,Polaris,GL009,,, 2 ,Traditional,Open TV,Non PM,6-Oct-25,31-Dec-25,12,86,10,Oct,Dec, 97 , -   , -   , -   , 97 , TRUE , 9 ,, 911 ,62%,35%,,37%,37%,100%,27%,27.4%, 0.22 , 0.06 , 97.01 , -   , -   , -   , Yes , -   ,  , -   ,  ,  ,  ,   ,  , -   , -   , -   , 1.00 , 2 ,
, FS 2025 ,2025,CHILE,Nivea,CHILE,Chile,Hand Body,Luminous 630,Polaris,GL009,,, 1 ,Traditional,Paid TV,Non PM,6-Jan-25,31-Mar-25,12,84,1,Jan,Mar, 10 , 10 , -   , -   , -   , TRUE , 9 ,, 168 ,,,,4%,4%,100%,27%,27.4%, 0.22 , 0.06 , 9.56 , -   , -   , -   , Yes , -   ,  , -   ,  ,  ,  ,   ,  , 1.00 , -   , -   , -   , 3 ,
, FS 2025 ,2025,CHILE,Nivea,CHILE,Chile,Hand Body,Luminous 630,Polaris,GL009,,, 2 ,Traditional,Paid TV,Non PM,6-Oct-25,31-Dec-25,12,86,10,Oct,Dec, 10 , -   , -   , -   , 10 , TRUE , 9 ,, 149 ,,,,4%,4%,100%,27%,27.4%, 0.22 , 0.06 , 9.56 , -   , -   , -   , Yes , -   ,  , -   ,  ,  ,  ,   ,  , -   , -   , -   , 1.00 , 3 ,
